code,country,year,KOFGI,KOFGIdf,KOFGIdj,KOFEcGI,KOFEcGIdf,KOFEcGIdj,KOFTrGI,KOFTrGIdf,KOFTrGIdj,KOFFiGI,KOFFiGIdf,KOFFiGIdj,KOFSoGI,KOFSoGIdf,KOFSoGIdj,KOFIpGI,KOFIpGIdf,KOFIpGIdj,KOFInGI,KOFInGIdf,KOFInGIdj,KOFCuGI,KOFCuGIdf,KOFCuGIdj,KOFPoGI,KOFPoGIdf,KOFPoGIdj
BRA,Brazil,1990,42.0,44.0,40.0,28.0,24.0,31.0,26.0,20.0,33.0,29.0,28.0,30.0,33.0,23.0,43.0,20.0,9.0,32.0,39.0,32.0,46.0,40.0,29.0,51.0,65.0,85.0,46.0
BRA,Brazil,1991,44.0,43.0,44.0,27.0,23.0,31.0,27.0,21.0,33.0,28.0,26.0,29.0,32.0,23.0,41.0,21.0,10.0,32.0,39.0,31.0,46.0,38.0,30.0,46.0,71.0,84.0,58.0
BRA,Brazil,1992,45.0,45.0,45.0,29.0,27.0,32.0,28.0,21.0,35.0,31.0,33.0,29.0,33.0,23.0,43.0,22.0,10.0,33.0,40.0,31.0,50.0,38.0,29.0,47.0,72.0,84.0,60.0
BRA,Brazil,1993,46.0,46.0,46.0,30.0,29.0,32.0,29.0,22.0,35.0,32.0,35.0,28.0,34.0,24.0,44.0,21.0,10.0,32.0,41.0,30.0,52.0,40.0,32.0,47.0,73.0,84.0,62.0
BRA,Brazil,1994,48.0,45.0,50.0,29.0,25.0,33.0,29.0,20.0,37.0,29.0,31.0,28.0,34.0,25.0,43.0,22.0,11.0,33.0,41.0,30.0,52.0,39.0,34.0,44.0,81.0,86.0,75.0
BRA,Brazil,1995,49.0,45.0,54.0,30.0,24.0,36.0,30.0,20.0,40.0,30.0,28.0,33.0,35.0,27.0,44.0,23.0,12.0,34.0,43.0,31.0,55.0,40.0,37.0,44.0,82.0,84.0,80.0
BRA,Brazil,1996,50.0,46.0,55.0,31.0,25.0,37.0,29.0,20.0,39.0,33.0,30.0,35.0,36.0,27.0,46.0,23.0,12.0,35.0,46.0,31.0,60.0,41.0,37.0,44.0,84.0,87.0,81.0
BRA,Brazil,1997,52.0,48.0,56.0,32.0,26.0,38.0,29.0,20.0,38.0,34.0,32.0,37.0,40.0,31.0,48.0,24.0,11.0,37.0,53.0,44.0,63.0,42.0,38.0,45.0,83.0,86.0,81.0
BRA,Brazil,1998,52.0,48.0,57.0,34.0,27.0,40.0,28.0,19.0,36.0,39.0,35.0,44.0,41.0,32.0,49.0,25.0,12.0,39.0,54.0,45.0,63.0,43.0,40.0,45.0,83.0,84.0,82.0
BRA,Brazil,1999,54.0,50.0,58.0,37.0,33.0,41.0,28.0,21.0,35.0,46.0,46.0,46.0,42.0,33.0,50.0,26.0,11.0,41.0,55.0,47.0,63.0,44.0,42.0,46.0,83.0,84.0,83.0
BRA,Brazil,2000,54.0,50.0,58.0,37.0,33.0,41.0,28.0,22.0,35.0,45.0,43.0,47.0,42.0,33.0,51.0,27.0,11.0,43.0,56.0,47.0,65.0,43.0,42.0,44.0,83.0,84.0,82.0
BRA,Brazil,2001,56.0,52.0,59.0,40.0,37.0,43.0,32.0,24.0,39.0,48.0,50.0,47.0,44.0,35.0,53.0,28.0,11.0,45.0,60.0,53.0,66.0,44.0,41.0,47.0,83.0,84.0,82.0
BRA,Brazil,2002,57.0,53.0,61.0,44.0,39.0,48.0,32.0,26.0,39.0,55.0,52.0,58.0,45.0,36.0,54.0,29.0,11.0,46.0,61.0,54.0,69.0,44.0,42.0,47.0,83.0,84.0,82.0
BRA,Brazil,2003,57.0,53.0,61.0,42.0,39.0,45.0,32.0,26.0,37.0,52.0,52.0,53.0,45.0,36.0,55.0,30.0,12.0,47.0,62.0,55.0,68.0,44.0,40.0,49.0,83.0,84.0,82.0
BRA,Brazil,2004,58.0,54.0,62.0,42.0,38.0,46.0,34.0,27.0,40.0,50.0,50.0,51.0,47.0,38.0,57.0,31.0,13.0,50.0,64.0,57.0,70.0,47.0,43.0,50.0,84.0,85.0,83.0
BRA,Brazil,2005,59.0,54.0,63.0,43.0,36.0,50.0,34.0,26.0,43.0,51.0,46.0,56.0,48.0,38.0,57.0,33.0,14.0,51.0,64.0,58.0,70.0,47.0,43.0,50.0,86.0,88.0,83.0
BRA,Brazil,2006,60.0,55.0,65.0,43.0,35.0,50.0,34.0,25.0,44.0,52.0,46.0,57.0,50.0,40.0,60.0,33.0,14.0,53.0,68.0,62.0,73.0,50.0,44.0,55.0,86.0,88.0,83.0
BRA,Brazil,2007,62.0,57.0,67.0,45.0,36.0,53.0,35.0,24.0,45.0,54.0,47.0,61.0,54.0,47.0,61.0,35.0,15.0,55.0,78.0,82.0,74.0,51.0,45.0,56.0,87.0,89.0,85.0
BRA,Brazil,2008,62.0,58.0,66.0,42.0,35.0,49.0,35.0,25.0,44.0,49.0,44.0,55.0,56.0,49.0,63.0,36.0,16.0,56.0,80.0,83.0,77.0,52.0,48.0,56.0,87.0,89.0,86.0
BRA,Brazil,2009,63.0,58.0,69.0,46.0,35.0,56.0,39.0,23.0,56.0,52.0,46.0,57.0,57.0,50.0,65.0,37.0,16.0,58.0,82.0,85.0,79.0,53.0,48.0,59.0,88.0,89.0,86.0
BRA,Brazil,2010,64.0,59.0,70.0,47.0,37.0,57.0,40.0,23.0,56.0,54.0,51.0,57.0,58.0,49.0,66.0,38.0,17.0,60.0,82.0,86.0,79.0,52.0,46.0,58.0,88.0,90.0,86.0
BRA,Brazil,2011,64.0,59.0,69.0,45.0,36.0,54.0,40.0,24.0,56.0,50.0,48.0,53.0,59.0,51.0,67.0,40.0,17.0,62.0,84.0,88.0,80.0,53.0,47.0,59.0,89.0,91.0,86.0
BRA,Brazil,2012,64.0,59.0,69.0,44.0,36.0,53.0,40.0,25.0,56.0,48.0,47.0,50.0,60.0,50.0,69.0,41.0,18.0,63.0,85.0,90.0,80.0,53.0,44.0,63.0,89.0,91.0,87.0
BRA,Brazil,2013,64.0,59.0,69.0,43.0,35.0,51.0,40.0,25.0,55.0,45.0,44.0,47.0,61.0,51.0,70.0,42.0,19.0,65.0,84.0,88.0,80.0,55.0,45.0,65.0,89.0,91.0,87.0
BRA,Brazil,2014,65.0,60.0,70.0,43.0,35.0,52.0,36.0,26.0,47.0,50.0,45.0,56.0,62.0,54.0,71.0,42.0,19.0,66.0,85.0,88.0,81.0,60.0,54.0,66.0,89.0,91.0,87.0
BRA,Brazil,2015,63.0,60.0,67.0,38.0,36.0,41.0,38.0,27.0,49.0,39.0,45.0,33.0,62.0,52.0,71.0,41.0,19.0,64.0,85.0,88.0,81.0,59.0,49.0,68.0,90.0,91.0,89.0
BRA,Brazil,2016,64.0,60.0,68.0,40.0,38.0,42.0,38.0,26.0,51.0,41.0,50.0,32.0,62.0,52.0,72.0,41.0,20.0,63.0,84.0,89.0,80.0,60.0,47.0,72.0,90.0,91.0,89.0
BRA,Brazil,2017,64.0,60.0,68.0,40.0,37.0,44.0,40.0,25.0,54.0,41.0,50.0,33.0,62.0,51.0,72.0,41.0,20.0,62.0,85.0,88.0,81.0,59.0,46.0,72.0,90.0,90.0,89.0
